12335	阿拉法特	818,1447,1460,1654
12336	阿拉斯加	841,1478,1655
12337	阿联酋	956,1637,1651
12338	阿联酋	841,1476,1645
12339	阿曼	956,1637,1656
12340	阿曼	841,1476,1645
12341	阿曼里亚尔	1657
12342	阿猫阿狗	818,1327
12343	阿米巴	833
12344	阿米巴痢疾	941
12345	阿摩尼亚	864
12346	阿姆哈拉语	1635,1445
12347	阿姆斯特丹	841,1477,1658
12348	阿皮亚	841,1477,1659
12349	阿片	1660
12350	阿婆	818,1133,1312
12351	阿婆	818,1465,1312
12352	阿萨姆语	1635,1445
12353	阿塞拜疆	956,1637,1661
12354	阿塞拜疆	841,1476,1645
12355	阿塞拜疆语	1635,1445
12356	阿司匹林	864
12357	阿托品	864
12358	阿姨	1662,1312
12359	阿姨	818,1465,1312
12360	阿訇	818,1459
12361	阿谀	671
12362	埃	841,1476,1663
12363	埃	841,1476,1664
12364	埃及	956,1637,1663
12365	埃及	841,1476,1641
12366	埃及镑	1665
12367	埃及人	1666
12368	埃塞俄比亚	956,1637,1664
12369	埃塞俄比亚	841,1476,1641
12370	埃塞俄比亚人	1667
12371	埃斯库多	1668
12372	埃斯库多	1669
12373	挨	47
12374	挨	620
12375	挨	1670
12376	挨	78
12377	挨	475
12378	挨	76
12379	挨次	956,1343,1300
12380	挨打	1671
12381	挨饿	1672
12382	挨个	956,1343,1344
12383	挨家挨户	956,1343,1344
12384	挨近	47
12385	挨近	370
12386	挨骂	1673
12387	挨门挨户	956,1343,1344
12388	挨门逐户	956,1343,1344
12389	挨着	956,1343,1344
12390	挨揍	1671
12391	哎	1604
12392	哎呀	1604
12393	哎哟	1604
12394	唉	1604
12395	唉声叹气	706
12396	哀	183
12397	哀	156
12398	哀愁	156
12399	哀悼	707
12400	哀告	639
12401	哀嚎	1674
12402	哀号	1675
12403	哀鸿遍野	956,1350,1362,1472
12404	哀呼	1674
12405	哀叫	1674
12406	哀乐	1676
12407	哀怜	183
12408	哀鸣	1674
12409	哀鸣	1675
12410	哀求	639
12411	哀伤	156
12412	哀思	904,156
12413	哀叹	706
12414	哀痛	156
12415	哀怨	156
12416	哀矜	183
12417	皑	956,1001,1010
12418	皑皑	956,1001,1010
12419	癌	941
12420	癌变	941
12421	癌瘤	941
12422	癌魔	941
12423	癌细胞	1677
12424	癌症	941
12425	癌症前期	956,948,1678
12426	癌肿	941
12427	蔼	956,1192,1224,1471
12428	蔼然可亲	956,1192,1224,1471
12429	矮	956,1053,1055
12430	矮	956,1283,1285
12431	矮凳	1679
12432	矮墩墩	956,1037,1038
12433	矮个儿	818,1055
12434	矮化	632
12435	矮胖	956,1037,1038
12436	矮人	818,1055
12437	矮小	956,1053,1055
12438	矮子	818,1055
12439	艾	1680
12440	艾	956,991,992,1471
12441	艾	919,1482,818,1445
12442	艾	541,1462
12443	艾马拉语	1635,1445
12444	艾绒	1681
12445	艾森豪威尔	818,1447,1460,1655
12446	艾滋病	941
12447	碍	657
12448	碍口	956,1154,1156,766,1472
12449	碍难	956,1154,1156,1472
12450	碍事	27
12451	碍事	27
12452	碍事	956,1275,1276
12453	碍手碍脚	27
12454	碍眼	956,991,993,1472
12455	爱	77
12456	爱	169
12457	爱	904,171,1471
12458	爱	170
12459	爱	171
12460	爱不释手	170
12461	爱称	955,1682,1307
12462	爱搭不理	956,1192,1237,1472
12463	爱达荷	841,1478,1655
12464	爱戴	174
12465	爱迪生	818,1445
12466	爱丁堡	841,1477,1683
12467	爱尔兰	956,1637,1684
12468	爱尔兰	841,1476,1638
12469	爱尔兰镑	1685
12470	爱尔兰语	1635,1445
12471	爱发牢骚	956,1192,1207,709
12472	爱抚	686
12473	爱国	956,1192,1686
12474	爱国	1687
12475	爱国心	904,1688,1471
12476	爱国者	1689,1471
12477	爱国主义	904,1688,1471
12478	爱好	169
12479	爱好	904,169
12480	爱好	1690
12481	爱好者	1691
12482	爱护	170
12483	爱开玩笑的人	1692
12484	爱克斯光	1627,1455
12485	爱克斯射线	1627,1455
12486	爱哭	956,1192,1693
12487	爱哭	956,1192,1207,708
12488	爱理不理	956,1192,1237,1472
12489	爱丽舍宫	1694
12490	爱怜	170
12491	爱恋	171
12492	爱侣	818,1695,1471
12493	爱面子	956,1192,1234,1472
12494	爱莫能助	1696
12495	爱慕	171
12496	爱女	818,1465,1312
12497	爱情	904,171,1471
12498	爱情歌曲	1697
12499	爱犬	822,1698
12500	爱人	818,1465
12501	爱人	818,1695,1471
12502	爱沙尼亚	956,1637,1699
12503	爱沙尼亚	841,1476,1638
12504	爱沙尼亚语	1635,1445
12505	爱神	1700
12506	爱斯基摩人	1701
12507	爱卫会	1702
12508	爱惜	170
12509	爱心	904,170,1471
12510	爱因斯坦	818,1445
12511	爱憎	904,170,187
12512	隘	956,1066,1068
12513	隘口	870,1481
12514	隘路	870,1481
12515	鞍	1703
12516	鞍	1704
12517	鞍马	883
12518	鞍山	841,1479,1705
12519	鞍子	1703
12520	鞍子	1704
12521	氨	865
12522	氨苯磺胺	864
12523	氨基	865
12524	氨基酸	865
12525	氨水	1706
12526	安	143
12527	安	956,1350,1352,1471
12528	安	956,1350,1359,1471
12529	安	919,1482,818,1445
12530	安	140
12531	安	275
12532	安	408
12533	安	404
12534	安	146
12535	安	668
12536	安	1707
12537	安大略湖	839,982,1655
12538	安道尔	956,1637,1708
12539	安道尔	841,1477,1708
12540	安道尔	841,1476,1638
12541	安定	956,1350,1352,1471
12542	安定	516
12543	安定团结	955,1350,1709
12544	安度	1710
12545	安度晚年	1711
12546	安顿	956,1350,1352,1471
12547	安顿	254
12548	安放	404
12549	安分	956,1192,1247,1471
12550	安分守己	1712
12551	安抚	668
12552	安哥拉	956,1637,1713
12553	安哥拉	841,1476,1641
12554	安哥拉人	1714
12555	安好	956,1350,1359,1471
12556	安徽	841,1478,1705
12557	安家	325
12558	安家	399
12559	安家费	1715
12560	安家落户	399
12561	安检	934,1716
12562	安静	956,1350,1352,1471
12563	安静	956,1371,1374,1471
12564	安居	934,399
12565	安居乐业	956,1350,1352,1471
12566	安卡拉	841,1477,1717
12567	安康	83
12568	安乐	956,1350,1361,1471
12569	安乐死	934,1718
12570	安乐窝	841,1465,1361,1471
12571	安乐椅	1679
12572	安理会	1719,1460,1720
12573	安曼	841,1477,1721
12574	安眠	1722
12575	安眠药	1723
12576	安宁	956,1350,1352,1471
12577	安排	254
12578	安培	1707
12579	安全	956,1350,1359,1471
12580	安全	955,1350,1724
12581	安全带	1725
12582	安全岛	1726,1359
12583	安全灯	1727
12584	安全灯	1728,1450
12585	安全阀	1729
12586	安全理事会	1719,1460,1720
12587	安然	956,1350,1352,1471
12588	安然	956,1350,1359,1471
12589	安然无恙	956,1350,1359,1471
12590	安如磐石	956,1350,1359,1471
12591	安如泰山	956,1350,1359,1471
12592	安设	408
12593	安身	399
12594	安身立命	498
12595	安神	1730,1455
12596	安神	668
12597	安生	956,1350,1352,1471
12598	安适	956,1350,1361,1471
12599	安危	955,1731
12600	安慰	143
12601	安慰	904,143
12602	安慰	668
12603	安慰奖	1732,1471
12604	安慰赛	934,544,1458
12605	安稳	956,1350,1352,1471
12606	安息	245
12607	安息	246
12608	安息香	1733
12609	安闲	956,1350,1364,1471
12610	安详	956,1192,1238,1471
12611	安享	1710
12612	安歇	246
12613	安心	143
12614	安逸	956,1350,1361,1471
12615	安营扎寨	399
12616	安于	146
12617	安于现状	1734
12618	安葬	429
12619	安之若素	144
12620	安置	254
12621	安置费	1715
12622	安装	408
12623	安装工人	1735
12624	安装者	1735
12625	安谧	956,1350,1352,1471
12626	安琪儿	819,1471
12627	安瓿	884,1736,1455
12628	俺	1483
12629	俺们	1483,1446
12630	按	620
12631	按	459
12632	按	575
12633	按	656
12634	按	1601
12635	按兵不动	239
12636	按兵不动	1737,1463
12637	按部就班	1738
12638	按动	575
12639	按股分红	283
12640	按键	1739
12641	按劳分配	283
12642	按理	1604
12643	按脉	736,1455
12644	按摩	1740,1455
12645	按钮	1741
12646	按钮	1739
12647	按期	956,1192,1742,1471
12648	按时	956,1192,1742,1471
12649	按时	956,1192,1742,1471
12650	按说	1604
12651	按图索骥	1743
12652	按蚊	824
12653	按压	575
12654	按语	1744
12655	按照	1601
12656	按照常规办事	1745
12657	按捺	656
12658	按捺不住	1746
12659	按捺不住	79
12660	暗	956,1192,1199,1472
12661	暗	956,985,987
12662	暗暗	956,1192,1199,1472
12663	暗病	941
12664	暗藏	556
12665	暗潮	843
12666	暗处	951,987
12667	暗处	951,1199
12668	暗淡	956,985,987
12669	暗淡	956,1350,1362,1472
12670	暗地里	956,1192,1199,1472
12671	暗害	1747
12672	暗害	1748
12673	暗河	839,981
12674	暗红	956,1001,1004
12675	暗红	955,1001,1749
12676	暗疾	941
12677	暗间儿	869
12678	暗箭	885,1201
12679	暗礁	1750
12680	暗流	843,981
12681	暗器	885,1201
12682	暗杀	1748,1468
12683	暗示	1751
12684	暗室	1752
12685	暗送秋波	1753
12686	暗算	1747
12687	暗滩	1754,1500
12688	暗探	1755,1462
12689	暗无天日	956,1252,1141,1472
12690	暗箱	1739,1756
12691	暗笑	1757
12692	暗笑	1758
12693	暗影	1759
12694	暗语	920
12695	暗喻	1760
12696	暗中	956,1192,1199,1472
12697	暗自	956,1192,1199,1472
12698	暗娼	818,1312,1761,1762
12699	岸	1754,1500
12700	岸边	1754,1500
12701	岸标	1763
12702	胺	864
12703	案	897
12704	案	934
12705	案	1764
12706	案	1765
12707	案	1766
12708	案板	1767
12709	案发	1768,1462
12710	案犯	818,1769,1472
12711	案件	1764
12712	案卷	897
12713	案例	1764
12714	案情	1770,1771
12715	案头	1772
12716	案由	937
12717	案由	1770,1771
12718	案子	1764
12719	案子	1765
12720	肮	1773
12721	肮脏	956,1192,1246,1472
12722	肮脏	956,1034,1036,1472
12723	昂	1774
12724	昂	85
12725	昂昂	956,1192,1152
12726	昂奋	85
12727	昂贵	956,1122,1124,1472
12728	昂起	1774
12729	昂然	956,1260,1261,1471
12730	昂首	1775
12731	昂首阔步	1776
12732	昂扬	142
12733	盎	1431,1432,1433
12734	盎格鲁撒克逊人	818
12735	盎然	1431,1432,1433
12736	盎斯	1777
12737	盎司	1777
12738	凹	956,959,969
12739	凹面镜	1778
12740	凹透镜	1778
12741	凹凸不平	956,959,967
12742	凹陷	1779
12743	凹陷	956,959,969
12744	敖	919,1482,818,1445
12745	敖	337
12746	熬	487
12747	熬	78
12748	熬煎	541
12749	熬夜	1780
12750	翱	345
12751	翱翔	345
12752	袄	1626
12753	傲	956,1192,1230,1472
12754	傲岸	956,1192,1230
12755	傲骨	955,1259,1781
12756	傲慢	956,1192,1230,1472
12757	傲气	956,1192,1230,1472
12758	傲气	955,1192,1782
12759	傲然	956,1259,1152,1471
12760	傲视	191
12761	奥	956,1158,1156,1472
12762	奥	841,1476,1783
12763	奥地利	956,1637,1783
12764	奥地利	841,1476,1638
12765	奥地利人	1784
12766	奥地利先令	1785
12767	奥克兰	841,1786
12768	奥克兰	841,1655
12769	奥克西塔语	1635,1445
12770	奥里雅语	1635,1445
12771	奥林匹克	934,544,1458
12772	奥林匹克半岛	841,1655
12773	奥林匹克运动会	934,544,1458
12774	奥林匹克运动委员会	943,544,1445,1458
12775	奥洛莫语	1635,1445
12776	奥马哈	841,1655
12777	奥秘	934
12778	奥妙	956,1158,1161
12779	奥妙	955,1158,1787
12780	奥斯卡	934,1445,688,1457
12781	奥斯陆	841,1477,1788
12782	奥斯特拉尔	1789
12783	奥委会	1790,1445,1458
12784	奥运	934,544,1458
12785	奥运会	934,544,1458
12786	懊	163
12787	懊	154
12788	懊悔	163
12789	懊恼	154
12790	懊丧	162
12791	澳	841,1476,1791
12792	澳大利亚	956,1637,1791
12793	澳大利亚	841,1476,1792
12794	澳大利亚抗原	833
12795	澳大利亚人	1793
12796	澳大利亚元	1794
12797	澳抗	833
12798	澳门	841,1479,1445
12799	澳门元	1795
12800	澳元	1794
12801	澳洲	841,1445
12802	芭	829
12803	芭蕉	831
12804	芭蕉扇	1796
12805	芭蕾	925
12806	芭蕾舞	925
12807	芭蕾舞女演员	1797,1312
12808	芭蕾舞演员	1797
12809	捌	1431,1432,1542,1446
12810	扒	495
12811	扒	403
12812	扒	447
12813	扒	487
12814	扒	1798
12815	扒	397
12816	扒拉	403
12817	扒犁	1799
12818	扒窃	262
12819	扒手	818,1800
12820	叭儿狗	1801
12821	吧	1802,1453
12822	吧	514
12823	吧	855
12824	吧	1426
12825	吧哒	767
12826	吧嗒	767
12827	笆斗	884,1803
12828	笆篓	884,1803
12829	八	1431,1432,1542,1446
12830	八宝饭	861
12831	八宝山	870,949,1804
12832	八宝山革命公墓	870,949,1804
12833	八成	956,1385,1386,1471
12834	八成	1431,1432,1433
12835	八带鱼	825
12836	八方	950,1294
12837	八方	951
12838	八分音符	1805
12839	八分之一决赛	934,544
12840	八哥儿	1806
12841	八股	921
12842	八股文	921
12843	八国联军	944,1535
12844	八角	1807
12845	八角	1808
12846	八九不离十	20
12847	八路军	944,1535
12848	八面玲珑	956,1192,1225,1472
12849	八仙	1765
12850	八仙	819,1445
12851	八仙过海	1809
12852	八仙过海，各显神通	1809
12853	八仙桌	1765
12854	八一建军节	948,1526,1810
12855	八月	948,1523
12856	八月份	948,1523
12857	八月节	948,1811
12858	八折	1431,1812,1453
12859	八折	1431,1443,100,1453
12860	八字	1813
12861	八字	1773
12862	八字脚	1814,1815
12863	八字没一撇	57
12864	八卦	914
12865	疤	1816
12866	疤	1817
12867	疤痕	1817
12868	疤瘌	1817
12869	巴	47
12870	巴	919,1482,818,1445
12871	巴	196
12872	巴	841,1476,1818
12873	巴	841,1476,1654
12874	巴	397
12875	巴巴多斯	956,1637,1819
12876	巴巴多斯	841,1476,1648
12877	巴巴多斯元	1820
12878	巴比伦	841,1445,1535
12879	巴比伦人	1821
12880	巴波亚	1822
12881	巴不得	196
12882	巴布亚	956,1637,1823
12883	巴布亚	841,1476,1824
12884	巴布亚新几内亚	956,1637,1825
12885	巴布亚新几内亚	841,1476,1824
12886	巴斗	884,1803
12887	巴儿狗	1801
12888	巴尔干	841,1638
12889	巴尔干半岛	841,1638
12890	巴伐利亚	841,1826
12891	巴格达	841,1477,1827
12892	巴哈马	956,1637,1828
12893	巴哈马	841,1476,1648
12894	巴哈马元	1829
12895	巴赫	818,1830,1457
12896	巴基斯坦	956,1637,1818
12897	巴基斯坦	841,1476,1645
12898	巴基斯坦卢比	1831
12899	巴基斯坦人	1832
12900	巴结	956,1192,1221,1471
12901	巴结	671
12902	巴解组织	943,1833
12903	巴金	818,1445,1456
12904	巴库	841,1477,1834
12905	巴拉圭	956,1637,1835
12906	巴拉圭	841,1476,1648
12907	巴拉圭人	1836
12908	巴勒斯坦	956,1637,1654
12909	巴勒斯坦	841,1476,1645
12910	巴勒斯坦解放组织	943,1833
12911	巴黎	841,1477,1837
12912	巴林	956,1637,1838
12913	巴林	841,1476,1645
12914	巴林第纳尔	1839
12915	巴马科	841,1477,1840
12916	巴拿马	956,1637,1841
12917	巴拿马	841,1476,1648
12918	巴拿马城	841,1477,1841
12919	巴拿马人	1842
12920	巴拿马运河	839,981,1841
12921	巴塞尔	841,1479,1843
12922	巴塞罗那	841,1479,1844
12923	巴什基尔语	1635,1445
12924	巴士	875
12925	巴斯克	956,1637,1845
12926	巴斯克	841,1476,1445
12927	巴斯克语	1635,1445
12928	巴望	196
12929	巴西	956,1637,1846
12930	巴西	841,1476,1648
12931	巴西利亚	841,1477,1847
12932	巴西人	1848
12933	巴掌	1849,1496
12934	拔	435
12935	拔	762
12936	拔	607
12937	拔	416
12938	拔	271,1463
12939	拔	88
12940	拔出	435
12941	拔除	553
12942	拔地而起	58
12943	拔掉	553
12944	拔顶	956,1383,1850
12945	拔高	416
12946	拔高	629
12947	拔河	934,511,1458
12948	拔尖	956,1142,1140,1471
12949	拔尖儿	956,1142,1140,1471
12950	拔脚	1851
12951	拔脚	1852
12952	拔锚	1853
12953	拔毛	1854
12954	拔苗助长	124
12955	拔丝	862
12956	拔丝	598,1449
12957	拔腿	1851
12958	拔腿	1852
12959	拔腿就跑	1852
12960	拔营	1855,1463
12961	跋	1856
12962	跋山涉水	335
12963	跋涉	335
12964	跋文	1856
12965	跋扈	956,1192,1218,1472
12966	靶	1857
12967	靶场	870,1858
12968	靶船	1859
12969	靶机	1860
12970	靶心	1739,1861
12971	靶子	1857
12972	把	465
12973	把	1862
12974	把	251
12975	把	549
12976	把	459
12977	把	1863,1496
12978	把	1864,1496
12979	把	1865,1491
12980	把	1556
12981	把	1554
12982	把	1557
12983	把	1552
12984	把	1551
12985	把比分扳平	302,1458
12986	把柄	1866,1472
12987	把持	251
12988	把持	656
12989	把大门的	1867
12990	把风	734
12991	把关	734
12992	把关	1868,1462,1463
12993	把酒	1869
12994	把酒	1870
12995	把脉	736,1455
12996	把门	549
12997	把式	914
12998	把手	1864,1496
12999	把守	549,1462,1463
13000	把头	818,1871
13001	把稳	956,1192,1247,1471
13002	把握	955,1872
13003	把握	459
13004	把握	208
13005	把握	661
13006	把握住	251,1422
13007	把戏	910,1873,1472
13008	把戏	925
13009	把兄弟	818,1466
13010	把住	251
13011	把子	1874
13012	耙	884,1452
13013	耙子	884,1452
13014	坝	1875,1876
13015	坝	838
13016	霸	251
13017	霸	818,1877,1472
13018	霸	818,1535,1472
13019	霸	841,1878,1472
13020	霸	1879,1472
13021	霸道	956,1192,1218,1472
13022	霸权	1880,1877,1472
13023	霸权主义	1880,1877,1472
13024	霸王	818,1877,1472
13025	霸占	1881,1463
13026	霸主	818,1877,1472
13027	霸主	818,1447,1535
13028	罢	242
13029	罢	299
13030	罢工	1882
13031	罢官	1883,1460
13032	罢教	1884,1454
13033	罢课	1885,1454
13034	罢了	242
13035	罢免	299
13036	罢免权	1886,1460
13037	罢市	1887,1453
13038	罢手	242
13039	罢休	242
13040	罢黜	299
13041	罢黜	658
13042	爸	818,1465,1311
13043	爸爸	818,1465,1311
13044	白	956,1001,1010
13045	白	956,1158,1200
13046	白	956,1158,1167
13047	白	956,1256,1257,1472
13048	白	956,1888
13049	白	919,1482,818,1445
13050	白	776
13051	白	1889
13052	白皑皑	956,1001,1010
13053	白白	956,1001,1010
13054	白白	956,1256,1257,1472
13055	白白	956,1256,1257,1472
13056	白班	1890
13057	白板	1891
13058	白报纸	880
13059	白布	1892
13060	白菜	1893,1894
13061	白菜	830
13062	白痴	955,1263,1895
13063	白痴	818,1265,1472
13064	白痴般	956,1263,1265,1472
13065	白炽	857
13066	白炽灯	1728
13067	白醋	1896,1023
13068	白搭	956,1256,1257,1472
13069	白带	1849,842,1312
13070	白蛋白	1849,1506
13071	白底	955,1897
13072	白俄罗斯	956,1637,1898
13073	白俄罗斯	841,1476,1638
13074	白俄罗斯语	1635,1445
13075	白发	1814,1509,1010
13076	白发苍苍	956,1001,1010
13077	白矾	865
13078	白饭	862
13079	白匪	818,1467,1472
13080	白费	665
13081	白费口舌	1899
13082	白费力	1900
13083	白费力气	1900
13084	白费心机	956,1256,1257,1472
13085	白粉	1660
13086	白干	1900
13087	白干儿	1901
13088	白宫	868,1902
13089	白骨	1903,1492
13090	白果	831
13091	白鹤	823
13092	白喉	941
13093	白狐	821
13094	白虎	819,1445
13095	白花	829
13096	白花	665
13097	白花花	956,1001,1010
13098	白花蛇	821
13099	白话	916,1327
13100	白话	921,1904
13101	白话文	921
13102	白灰	1905
13103	白金	845
13104	白金汉宫	868,1906
13105	白净	956,1001,1010
13106	白酒	1901
13107	白卷	1907
13108	白开水	1908
13109	白蜡	1909
13110	白兰地	1901
13111	白了...一眼 	1910
13112	白磷	1592
13113	白领	1911,1448
13114	白领	1912,1010
13115	白领工人	1911,1448
13116	白令	839
13117	白露	948,1526
13118	白马王子	1913,1466,1311,1471
13119	白茫茫	956,1001,1010
13120	白茅	829
13121	白煤	1914,1450
13122	白米	1915
13123	白面	1915
13124	白面儿	1660
13125	白面书生	818,1456
13126	白描	793,1456
13127	白沫	1849,842
13128	白木耳	1916
13129	白内障	1917
13130	白嫩	956,1086,998,1471
13131	白砒	864,1470
13132	白皮书	897
13133	白皮松	828
13134	白旗	901,1010
13135	白区	841,1445
13136	白热	857
13137	白热化	956,1350,1351,1472
13138	白人	818
13139	白刃	1918
13140	白刃战	546,1463
13141	白日	836
13142	白日	948,1529
13143	白日梦	934,213
13144	白日做梦	213
13145	白肉	862
13146	白色	956,1139,1141,1472
13147	白色	956,1001,1010
13148	白色	955,1001,1919
13149	白色恐怖	940,1218,1460,1472
13150	白芍	1920
13151	白手起家	1921
13152	白薯	1893,1894
13153	白薯	830
13154	白水	843
13155	白苏	827
13156	白糖	1922,1024
13157	白陶	1909
13158	白天	948,1529
13159	白天黑夜	948,1526
13160	白条	898,1453
13161	白铁	845
13162	白厅	868,1906
13163	白铜	845,1592
13164	白头	956,1132,1133
13165	白头	1814,1010,1489
13166	白头	948,1923
13167	白头翁	823
13168	白头偕老	1924
13169	白细胞	1849,842
13170	白熊	821
13171	白血病	941
13172	白血球	1849,842
13173	白血球减少症	941
13174	白眼	934,152,1925
13175	白眼珠	1926
13176	白杨	828
13177	白杨树	828
13178	白药	1920
13179	白夜	948,1531
13180	白衣战士	1927,1455
13181	白蚁	824
13182	白银	845
13183	白云	852,1010
13184	白云苍狗	92
13185	白云石	848,1450
13186	白纸	880
13187	白纸	880,1010
13188	白纸黑字	956,1158,1137
13189	白种人	818
13190	白昼	948,1530
13191	白字	919,1179
13192	白族	946,1705
13193	白垩	848,1450
13194	白垩纪	948,1535
13195	白芷	1680
13196	白桦	828
13197	白鹭	823
13198	白癜风	941
13199	白蛉	824,1472
13200	白醭	1928
13201	白鲢	825
13202	白鳍豚	1929
13203	柏	919,1482,818,1445
13204	柏	828
13205	柏林	841,1477,1826
13206	柏树	828
13207	柏油	1930
13208	柏油	1931
13209	百	1431,1432,1542,1446
13210	百般	956,1593,1181
13211	百步穿杨	956,1177,1169,1471
13212	百尺竿头，更进一步	526
13213	百读不厌	956,1158,1163,1471
13214	百儿八十	1431,1432,1542,1446
13215	百发百中	956,1177,1169,1471
13216	百废俱兴	956,1350,1355,1471
13217	百分比	1611,1932
13218	百分点	1611,1932
13219	百分号	1653
13220	百分率	1611,1932
13221	百分数	1611,1932
13222	百分之	1431,1443
13223	百分之百	956,1291,1294
13224	百分之百	1431,1432,1294
13225	百感交集	141
13226	百合	829
13227	百花齐放	526
13228	百货	859,1474,1453
13229	百货大楼	1933,1453
13230	百货店	1933,1453
13231	百货公司	1933,1453
13232	百货商店	1933,1453
13233	百家争鸣	526
13234	百科全书	896
13235	百孔千疮	956,1350,1356,1472
13236	百里	919,1482,818,1445
13237	百里挑一	956,1142,1258,1471
13238	百炼成钢	956,1259,1152,1471
13239	百灵	823
13240	百灵鸟	823
13241	百米	1934
13242	百慕大	956,1637,1935
13243	百慕大	841,1445
13244	百慕大	841,1476,1936
13245	百慕大群岛	841,1445
13246	百慕大元	1937
13247	百年	948,1938
13248	百年	948,1517,1446,1110
13249	百年不遇	956,1597,1298
13250	百年大计	761,1276
13251	百年纪念	948,1811
13252	百年未遇	956,1597,1298
13253	百日咳	941
13254	百事可乐	863
13255	百事通	818,1264,1471
13256	百岁老人	818,1133
13257	百万	1431,1432,1542,1446
13258	百万吨级	955,1939
13259	百万富翁	818,1366,1471
13260	百闻不如一见	1940
13261	百无一失	956,1350,1359,1471
13262	百姓	818,1327,1446
13263	百叶窗	1941
13264	百依百顺	956,1192,1204,1471
13265	百战百胜	1942
13266	百折不回	956,1259,1152,1471
13267	百折不挠	956,1259,1152,1471
13268	百折不挠地	956,1259,1152,1471
13269	摆	776
13270	摆	1741
13271	摆	404
13272	摆	449
13273	摆	797
13274	摆	382
13275	摆布	251
13276	摆布	592
13277	摆动	449
13278	摆动	382
13279	摆渡	376
13280	摆渡	876
13281	摆放	404
13282	摆架子	1943
13283	摆阔	1944
13284	摆阔气	1944
13285	摆龙门阵	803
13286	摆门面	1945
13287	摆弄	583
13288	摆弄	251
13289	摆谱	1944
13290	摆设	592
13291	摆设	1946,1257
13292	摆设	1947
13293	摆手	1948
13294	摆手	1949
13295	摆摊儿	1950,1453
13296	摆摊儿	1951
13297	摆脱	328
13298	摆样子	231
13299	摆针	1952
13300	摆正	1953
13301	摆正	1954
13302	摆钟	1955
13303	佰	1431,1432,1542,1446
13304	败	539
13305	败	122
13306	败	126
13307	败	550
13308	败北	126
13309	败笔	1564,1956,1472
13310	败兵	1957,1472,1463
13311	败坏	956,1252,1141,1472
13312	败坏	539
13313	败火	1730,1455
13314	败绩	126
13315	败家子	818,1043,1472
13316	败局	1564,124,1472
13317	败类	818,1141,1472
13318	败露	59
13319	败落	122
13320	败诉	126,1462
13321	败退	361,1463
13322	败胃	956,1022,1141,1472
13323	败兴	166
13324	败血症	941
13325	败仗	1564,126,1472
13326	败者	1958
13327	败阵	126
13328	败子回头	535
13329	败走	1959
13330	拜	295
13331	拜	38
13332	拜	695
13333	拜	693
13334	拜把子	320
13335	拜拜	1960
13336	拜拜	695
13337	拜别	329
13338	拜倒	305
13339	拜读	1961
13340	拜访	693
13341	拜会	693
13342	拜见	324
13343	拜见	693
13344	拜金主义	907,1962
13345	拜金主义者	1963
13346	拜年	1964
13347	拜师	1965
13348	拜寿	1966
13349	拜托	644
13350	拜望	693
13351	拜物教	907,1967
13352	拜物主义	907,1967
